TransId;OcrCode;OcrName;PrcCode;PrcName;AcctCode;AcctName;DocNum;FolioNum;RefDate;TaxDate;DueDate;CardCode;CardName;Total;Line_ID
6,297;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000111;Electricity (HO, USA, GA );6297;?;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;NA;?;-5,680.05;43
6,297;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000115;Insurance (HO, USA, GA );6297;?;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;NA;?;-6,408;47
6,297;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000120;Depreciation - Buildings (HO, USA, GA );6297;?;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;NA;?;-5,616.6;53
6,297;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000223;Special Depreciation (HO, USA, GA);6297;?;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;NA;?;-5,294.85;61
6,297;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000128;Amortization Expense - Goodwill (HO, USA, GA );6297;?;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;NA;?;-5,355.6;65
6,297;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000129;Postage (HO, USA, GA );6297;?;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;NA;?;-4,906.8;67
6,297;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000132;Computer Software Supplies (HO, USA, GA );6297;?;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;NA;?;-7,449.6;70
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000213;Miscellaneous Income (HO, USA, GA);6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;7,794;8
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000098;Travel Expense - Entertainment (HO, USA, GA );6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;-6,507.3;28
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000103;Payroll Expense - Tax (HO, USA, GA );6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;-7,173.15;33
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000215;Miscellaneous Expense (HO, USA, GA);6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;-5,930.25;40
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000119;Depreciation - Land Improvements (HO, USA, GA );6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;-7,463.25;52
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000123;Depreciation - Motor Vehicles (HO, USA, GA );6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;-6,101.25;56
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000221;Unplanned Depreciation (HO, USA, GA);6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;-5,605.5;60
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000136;Accounting Fees (HO, USA, GA );6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;-6,624.15;75
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000139;Other Professional Fees (HO, USA, GA );6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;-5,841;78
6,299;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000233;Sales Revenues Canada (HO, USA, GA);6299;?;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;NA;?;39,057.9;3
6,299;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000087;Interest Income (HO, USA, GA );6299;?;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;NA;?;29,894.7;9
6,299;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000103;Payroll Expense - Tax (HO, USA, GA );6299;?;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;NA;?;-5,514.3;33
6,299;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000108;Bad Debts (HO, USA, GA );6299;?;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;NA;?;-5,806.5;38
6,299;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000110;Utilities (HO, USA, GA );6299;?;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;NA;?;-6,715.8;42
6,299;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000111;Electricity (HO, USA, GA );6299;?;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;NA;?;-6,489.6;43
6,299;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000120;Depreciation - Buildings (HO, USA, GA );6299;?;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;NA;?;-5,832;53
6,299;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000121;Depreciation - Warehouse Equipment (HO, USA, GA );6299;?;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;NA;?;-6,531.75;54
6,299;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000125;Depreciation - Furniture (HO, USA, GA );6299;?;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;NA;?;-6,015.3;58
6,299;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000136;Accounting Fees (HO, USA, GA );6299;?;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;NA;?;-6,387.45;75
6,294;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000213;Miscellaneous Income (HO, USA, GA);6294;?;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;NA;?;29,669.85;8
6,294;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000099;Travel Expense - Airfare, Rail, Mileage (HO, USA, GA );6294;?;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;NA;?;-6,526.65;29
6,294;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000214;Write-Offs (HO, USA, GA);6294;?;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;NA;?;-4,541.1;39
6,264;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000087;Interest Income (HO, USA, GA );1107;?;Jun 12, 2025 12:00:00.0 AM;Jun 12, 2025 12:00:00.0 AM;Jul 12, 2025 12:00:00.0 AM;1400449649;CUSTOMER;750;2
6,265;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000081;Sales Revenues - Domestic (HO, USA, GA );1108;?;Jun 17, 2025 12:00:00.0 AM;Jun 17, 2025 12:00:00.0 AM;Jul 17, 2025 12:00:00.0 AM;C23900;Parameter Technology;810;2
6,294;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000112;Gas (HO, USA, GA );6294;?;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;NA;?;-4,910.55;44
6,294;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000113;Water (HO, USA, GA );6294;?;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;NA;?;-6,340.35;45
6,294;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000117;Other Administrative (HO, USA, GA );6294;?;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;NA;?;-7,482.75;49
6,294;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000134;Sundry Office Supplies (HO, USA, GA );6294;?;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;NA;?;-6,978.15;72
6,294;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000137;Audit Fees (HO, USA, GA );6294;?;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;NA;?;-7,434.9;76
6,295;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000082;Sales Revenues - Foreign (HO, USA, GA );6295;?;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;NA;?;71,068.5;2
6,295;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000110;Utilities (HO, USA, GA );6295;?;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;NA;?;-5,268.75;42
6,295;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000116;Maintenance (HO, USA, GA );6295;?;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;NA;?;-7,199.55;48
6,295;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000117;Other Administrative (HO, USA, GA );6295;?;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;NA;?;-7,272.3;49
6,295;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000121;Depreciation - Warehouse Equipment (HO, USA, GA );6295;?;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;NA;?;-7,174.8;54
6,295;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000122;Depreciation - Leasehold Improvements (HO, USA, GA );6295;?;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;NA;?;-6,219.3;55
6,295;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000124;Depreciation - Office Equipment (HO, USA, GA );6295;?;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;NA;?;-5,208.75;57
6,295;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000137;Audit Fees (HO, USA, GA );6295;?;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;Feb 15, 2025 12:00:00.0 AM;NA;?;-5,943.75;76
6,296;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000232;JB Printer Revenues (HO, USA, GA);6296;?;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;NA;?;14,740.95;1
6,296;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000229;Revenue from Asset Sales (HO, USA, GA);6296;?;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;NA;?;33,977.55;11
6,296;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000111;Electricity (HO, USA, GA );6296;?;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;NA;?;-5,055.75;43
6,296;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000124;Depreciation - Office Equipment (HO, USA, GA );6296;?;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;NA;?;-4,877.1;57
6,296;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000126;Depreciation - Computer Hardware (HO, USA, GA );6296;?;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;NA;?;-6,547.65;59
6,296;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000228;FA Retirement Expense (HO, USA, GA);6296;?;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;NA;?;-7,005.3;63
6,296;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000168;State Sales Tax Expense (HO, USA, GA);6296;?;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;NA;?;-5,208.15;73
6,296;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000137;Audit Fees (HO, USA, GA );6296;?;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;NA;?;-6,588.3;76
6,296;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000139;Other Professional Fees (HO, USA, GA );6296;?;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;Mar 15, 2025 12:00:00.0 AM;NA;?;-7,245.6;78
6,297;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000081;Sales Revenues - Domestic (HO, USA, GA );6297;?;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;NA;?;116,512.5;0
6,297;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000110;Utilities (HO, USA, GA );6297;?;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;NA;?;-5,031.9;42
6,297;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000117;Other Administrative (HO, USA, GA );6297;?;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;NA;?;-5,125.5;49
6,297;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000119;Depreciation - Land Improvements (HO, USA, GA );6297;?;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;NA;?;-4,866.75;52
6,297;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000134;Sundry Office Supplies (HO, USA, GA );6297;?;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;NA;?;-5,872.05;72
6,297;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000135;Legal Fees (HO, USA, GA );6297;?;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;NA;?;-6,466.2;74
6,297;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000137;Audit Fees (HO, USA, GA );6297;?;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;Apr 15, 2025 12:00:00.0 AM;NA;?;-4,827.75;76
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000227;FA Retirement Revenue (HO, USA, GA);6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;27,705;12
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000107;Payroll Expense - Medicare (HO, USA, GA );6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;-5,260.65;37
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000230;Leave with Expense (HO, USA, GA);6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;-5,463;51
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000124;Depreciation - Office Equipment (HO, USA, GA );6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;-5,422.2;57
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000223;Special Depreciation (HO, USA, GA);6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;-6,135.3;61
6,298;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000148;Translation Gain (HO, USA, GA );6298;?;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;May 15, 2025 12:00:00.0 AM;NA;?;-4,953.15;89
6,299;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000102;Payroll Expense - Direct Labor Cost (HO, USA, GA );6299;?;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;NA;?;-4,698.45;32
6,299;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000228;FA Retirement Expense (HO, USA, GA);6299;?;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;NA;?;-4,915.8;63
6,299;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000138;Management Consulting Fees (HO, USA, GA );6299;?;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;Jun 15, 2025 12:00:00.0 AM;NA;?;-6,273.3;77
6,294;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000087;Interest Income (HO, USA, GA );6294;?;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;NA;?;8,695.8;9
6,294;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000088;COGS - Domestic (HO, USA, GA );6294;?;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;NA;?;-5,810.4;13
6,294;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000103;Payroll Expense - Tax (HO, USA, GA );6294;?;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;NA;?;-5,173.65;33
6,294;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000104;Payroll Expense - Vacation (HO, USA, GA );6294;?;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;NA;?;-5,677.65;34
6,264;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000085;Sales Rebates (HO, USA, GA );1107;?;Jun 12, 2025 12:00:00.0 AM;Jun 12, 2025 12:00:00.0 AM;Jul 12, 2025 12:00:00.0 AM;1400449649;CUSTOMER;450;3
6,294;SALES_NR;SALES_NR;05_Mkt;Marketing;_SYS00000000109;Office and Building Rent (HO, USA, GA );6294;?;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;Jan 15, 2025 12:00:00.0 AM;NA;?;-6,623.4;41
