TransId;OcrCode;OcrName;PrcCode;PrcName;AcctCode;AcctName;DocNum;FolioNum;RefDate;TaxDate;DueDate;CardCode;CardName;Total;Line_ID
420.665;CIE-208;Comercial - Ingred y Espe;CIE-208;Comercial - Ingred y Espe;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46157;?;17 feb. 2025 0:00:00.0;17 feb. 2025 0:00:00.0;17 mar. 2025 0:00:00.0;0910051;COMPAÑIA INTERNACIONAL DE ALIMENTOS AGROPECUARIOS CIALTA S.A.S;2.880.000;4
422.928;CIIC-206;Comercial - Ingred Ind Cárnica;CIIC-206;Comercial - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46364;?;10 mar. 2025 0:00:00.0;10 mar. 2025 0:00:00.0;10 abr. 2025 0:00:00.0;0910173;MARTINEZ DE MARTIN AMINTA;246.500;2
422.940;TGFIN;Taussig/Finanzas;CIE-208;Comercial - Ingred y Espe;51352001;PROC. ELECTRONICO DATOS;74816;?;10 mar. 2025 0:00:00.0;4 mar. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-95.486,534;3
422.940;TGFIN;Taussig/Finanzas;FIE-274;Fabril - Ingred y Espe;51352001;PROC. ELECTRONICO DATOS;74816;?;10 mar. 2025 0:00:00.0;4 mar. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-23.430,836;3
422.940;TGFIN;Taussig/Finanzas;CEIC-211;Comercial-Empaques Ind Cárnica;51352001;PROC. ELECTRONICO DATOS;74816;?;10 mar. 2025 0:00:00.0;4 mar. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-41.101,918;3
422.940;TGFIN;Taussig/Finanzas;FEIC;Fabril - Empaques Ind Cárnica;51352001;PROC. ELECTRONICO DATOS;74816;?;10 mar. 2025 0:00:00.0;4 mar. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-129.574,874;3
422.940;TGFIN;Taussig/Finanzas;CIIC-206;Comercial - Ingred Ind Cárnica;51352001;PROC. ELECTRONICO DATOS;74816;?;10 mar. 2025 0:00:00.0;4 mar. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-13.165,152;3
422.940;TGFIN;Taussig/Finanzas;FIIC-272;Fabril - Ingred Ind Cárnica;51352001;PROC. ELECTRONICO DATOS;74816;?;10 mar. 2025 0:00:00.0;4 mar. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-18.258,812;3
422.940;TGFIN;Taussig/Finanzas;CM-216;Comercial - Maquinaria;51352001;PROC. ELECTRONICO DATOS;74816;?;10 mar. 2025 0:00:00.0;4 mar. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-34.715,252;3
422.940;TGFIN;Taussig/Finanzas;CST-217;Comercial - Servicio Téc Maq;51352001;PROC. ELECTRONICO DATOS;74816;?;10 mar. 2025 0:00:00.0;4 mar. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-36.086,622;3
423.125;FIIC-272;Fabril - Ingred Ind Cárnica;FIIC-272;Fabril - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46376;?;12 mar. 2025 0:00:00.0;12 mar. 2025 0:00:00.0;12 abr. 2025 0:00:00.0;0910933;PANNA FOOD S.A.S;4.234.800;3
423.842;FIIC-272;Fabril - Ingred Ind Cárnica;FIIC-272;Fabril - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46455;?;20 mar. 2025 0:00:00.0;20 mar. 2025 0:00:00.0;20 abr. 2025 0:00:00.0;0910933;PANNA FOOD S.A.S;1.309.500;3
424.215;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46494;?;25 mar. 2025 0:00:00.0;25 mar. 2025 0:00:00.0;9 may. 2025 0:00:00.0;0910024;INDUSTRIA ALIMENTICIA RICO SABOR SAS;48.457.073,4;3
424.265;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46497;?;26 mar. 2025 0:00:00.0;26 mar. 2025 0:00:00.0;26 abr. 2025 0:00:00.0;0910823;ORLANDO EMIRO NOVOA NOVOA;27.024.498;2
424.382;FECF;Fab-Emp Cárn/Fabricación;FEIC;Fabril - Empaques Ind Cárnica;73451506;MTTO E INSUMOS MAQUINARIA CORRUGADORA (WEINNER SALCHICHÓN);74981;?;26 mar. 2025 0:00:00.0;20 mar. 2025 0:00:00.0;20 may. 2025 0:00:00.0;890907841;ALMACEN RODAMIENTOS S.A.;-31.384;2
424.486;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46530;?;27 mar. 2025 0:00:00.0;27 mar. 2025 0:00:00.0;26 may. 2025 0:00:00.0;0911098;TERMOCITY S.A.S;20.664.000;3
424.797;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46561;?;1 abr. 2025 0:00:00.0;1 abr. 2025 0:00:00.0;16 may. 2025 0:00:00.0;0910152;KOYOMAD SAS;5.059.440;3
424.798;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46562;?;1 abr. 2025 0:00:00.0;1 abr. 2025 0:00:00.0;16 may. 2025 0:00:00.0;0910152;KOYOMAD SAS;7.569.000;3
424.799;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46563;?;1 abr. 2025 0:00:00.0;1 abr. 2025 0:00:00.0;16 may. 2025 0:00:00.0;0910152;KOYOMAD SAS;622.200;2
424.986;CEIC-211;Comercial-Empaques Ind Cárnica;CEIC-211;Comercial-Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46583;?;2 abr. 2025 0:00:00.0;2 abr. 2025 0:00:00.0;17 may. 2025 0:00:00.0;0910259;VILASECA S.A.S;47.490.260,12;3
424.987;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46584;?;2 abr. 2025 0:00:00.0;2 abr. 2025 0:00:00.0;2 may. 2025 0:00:00.0;0910914;INVERSIONES VIENESA S.A.S;74.175.615,5;3
425.159;CIIC-206;Comercial - Ingred Ind Cárnica;CIIC-206;Comercial - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46595;?;3 abr. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;3 may. 2025 0:00:00.0;0910914;INVERSIONES VIENESA S.A.S;283.500;2
425.167;FIIC-272;Fabril - Ingred Ind Cárnica;FIIC-272;Fabril - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46597;?;3 abr. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;3 may. 2025 0:00:00.0;0910914;INVERSIONES VIENESA S.A.S;4.712.250;3
425.167;FIIC-272;Fabril - Ingred Ind Cárnica;FIIC-272;Fabril - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46597;?;3 abr. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;3 may. 2025 0:00:00.0;0910914;INVERSIONES VIENESA S.A.S;4.407.600;4
425.467;FIIC-272;Fabril - Ingred Ind Cárnica;FIIC-272;Fabril - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46624;?;7 abr. 2025 0:00:00.0;7 abr. 2025 0:00:00.0;7 may. 2025 0:00:00.0;0910502;MAXIALIMENTOS S.A.S;5.860.000;3
425.538;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46625;?;8 abr. 2025 0:00:00.0;8 abr. 2025 0:00:00.0;7 jun. 2025 0:00:00.0;0911098;TERMOCITY S.A.S;1.968.000;3
425.540;CEIC-211;Comercial-Empaques Ind Cárnica;CEIC-211;Comercial-Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46627;?;8 abr. 2025 0:00:00.0;8 abr. 2025 0:00:00.0;8 abr. 2025 0:00:00.0;0910140;EMBUCARNESS S.A.S;4.560.000;3
425.767;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46651;?;9 abr. 2025 0:00:00.0;9 abr. 2025 0:00:00.0;9 may. 2025 0:00:00.0;0910344;PRODUCTOS CARNICOS PEPERONNI S.A.S;29.913.600;3
425.867;CIIC-206;Comercial - Ingred Ind Cárnica;CIIC-206;Comercial - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46657;?;9 abr. 2025 0:00:00.0;9 abr. 2025 0:00:00.0;9 may. 2025 0:00:00.0;0911093;NOJO’S S.A.S;14.229.000;3
426.026;CIIC-206;Comercial - Ingred Ind Cárnica;CIIC-206;Comercial - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46668;?;10 abr. 2025 0:00:00.0;10 abr. 2025 0:00:00.0;25 may. 2025 0:00:00.0;0910259;VILASECA S.A.S;2.465.000;3
426.027;CEIC-211;Comercial-Empaques Ind Cárnica;CEIC-211;Comercial-Empaques Ind Cárnica;41355401;VENTA MAQUINARIA;46669;?;10 abr. 2025 0:00:00.0;10 abr. 2025 0:00:00.0;25 may. 2025 0:00:00.0;0910259;VILASECA S.A.S;4.128.066;3
426.028;CEIC-211;Comercial-Empaques Ind Cárnica;CEIC-211;Comercial-Empaques Ind Cárnica;41355401;VENTA MAQUINARIA;46670;?;10 abr. 2025 0:00:00.0;10 abr. 2025 0:00:00.0;25 may. 2025 0:00:00.0;0910259;VILASECA S.A.S;1.400.308;3
426.049;CEIC-211;Comercial-Empaques Ind Cárnica;CEIC-211;Comercial-Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46673;?;10 abr. 2025 0:00:00.0;10 abr. 2025 0:00:00.0;25 may. 2025 0:00:00.0;0910259;VILASECA S.A.S;9.120.000;3
426.050;FIIC-272;Fabril - Ingred Ind Cárnica;FIIC-272;Fabril - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46674;?;10 abr. 2025 0:00:00.0;10 abr. 2025 0:00:00.0;25 may. 2025 0:00:00.0;0910259;VILASECA S.A.S;2.184.300;3
426.052;CEIC-211;Comercial-Empaques Ind Cárnica;CEIC-211;Comercial-Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46675;?;10 abr. 2025 0:00:00.0;10 abr. 2025 0:00:00.0;25 may. 2025 0:00:00.0;0910152;KOYOMAD SAS;2.550.000;3
426.304;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46690;?;14 abr. 2025 0:00:00.0;14 abr. 2025 0:00:00.0;14 may. 2025 0:00:00.0;0910344;PRODUCTOS CARNICOS PEPERONNI S.A.S;48.567.416,1;3
426.345;TGFIN;Taussig/Finanzas;CIE-208;Comercial - Ingred y Espe;51352001;PROC. ELECTRONICO DATOS;75266;?;14 abr. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;3 may. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-95.486,534;3
426.345;TGFIN;Taussig/Finanzas;FIE-274;Fabril - Ingred y Espe;51352001;PROC. ELECTRONICO DATOS;75266;?;14 abr. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;3 may. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-23.430,836;3
426.345;TGFIN;Taussig/Finanzas;CEIC-211;Comercial-Empaques Ind Cárnica;51352001;PROC. ELECTRONICO DATOS;75266;?;14 abr. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;3 may. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-41.101,918;3
426.345;TGFIN;Taussig/Finanzas;FEIC;Fabril - Empaques Ind Cárnica;51352001;PROC. ELECTRONICO DATOS;75266;?;14 abr. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;3 may. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-129.574,874;3
426.345;TGFIN;Taussig/Finanzas;CIIC-206;Comercial - Ingred Ind Cárnica;51352001;PROC. ELECTRONICO DATOS;75266;?;14 abr. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;3 may. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-13.165,152;3
426.345;TGFIN;Taussig/Finanzas;FIIC-272;Fabril - Ingred Ind Cárnica;51352001;PROC. ELECTRONICO DATOS;75266;?;14 abr. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;3 may. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-18.258,812;3
426.345;TGFIN;Taussig/Finanzas;CM-216;Comercial - Maquinaria;51352001;PROC. ELECTRONICO DATOS;75266;?;14 abr. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;3 may. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-34.715,252;3
426.345;TGFIN;Taussig/Finanzas;CST-217;Comercial - Servicio Téc Maq;51352001;PROC. ELECTRONICO DATOS;75266;?;14 abr. 2025 0:00:00.0;3 abr. 2025 0:00:00.0;3 may. 2025 0:00:00.0;830120205;SOLUCIONES INTEGRALES DE ARCHIVO E.U.;-36.086,622;3
426.360;CIIC-206;Comercial - Ingred Ind Cárnica;CIIC-206;Comercial - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46698;?;14 abr. 2025 0:00:00.0;14 abr. 2025 0:00:00.0;14 may. 2025 0:00:00.0;0910051;COMPAÑIA INTERNACIONAL DE ALIMENTOS AGROPECUARIOS CIALTA S.A.S;2.160.000;4
426.453;CEIC-211;Comercial-Empaques Ind Cárnica;CEIC-211;Comercial-Empaques Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46706;?;15 abr. 2025 0:00:00.0;15 abr. 2025 0:00:00.0;15 may. 2025 0:00:00.0;0910173;MARTINEZ DE MARTIN AMINTA;1.417.500;3
426.455;CIIC-206;Comercial - Ingred Ind Cárnica;CIIC-206;Comercial - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46707;?;15 abr. 2025 0:00:00.0;15 abr. 2025 0:00:00.0;15 may. 2025 0:00:00.0;0910173;MARTINEZ DE MARTIN AMINTA;246.500;2
426.500;FIIC-272;Fabril - Ingred Ind Cárnica;FIIC-272;Fabril - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46710;?;15 abr. 2025 0:00:00.0;15 abr. 2025 0:00:00.0;15 may. 2025 0:00:00.0;0910316;HUMAR INVERSIONES AGROINDUSTRIALES SAS.;561.918;2
426.609;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46717;?;21 abr. 2025 0:00:00.0;21 abr. 2025 0:00:00.0;21 may. 2025 0:00:00.0;0910914;INVERSIONES VIENESA S.A.S;17.230.400;3
426.611;FIIC-272;Fabril - Ingred Ind Cárnica;FIIC-272;Fabril - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46719;?;21 abr. 2025 0:00:00.0;21 abr. 2025 0:00:00.0;21 may. 2025 0:00:00.0;0910878;DOGSY GOURMET S.A.S;1.442.500;3
426.633;CEIC-211;Comercial-Empaques Ind Cárnica;CEIC-211;Comercial-Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46720;?;21 abr. 2025 0:00:00.0;21 abr. 2025 0:00:00.0;5 jun. 2025 0:00:00.0;0910259;VILASECA S.A.S;9.120.000;3
426.658;CEIC-211;Comercial-Empaques Ind Cárnica;CEIC-211;Comercial-Empaques Ind Cárnica;41355401;VENTA MAQUINARIA;46726;?;21 abr. 2025 0:00:00.0;21 abr. 2025 0:00:00.0;5 jun. 2025 0:00:00.0;0910152;KOYOMAD SAS;15.449.844;3
426.818;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46742;?;22 abr. 2025 0:00:00.0;22 abr. 2025 0:00:00.0;22 may. 2025 0:00:00.0;0910909;ROBERTH JHOAN GORDILLO HERNANDEZ;7.770.750;2
426.819;FIIC-272;Fabril - Ingred Ind Cárnica;FIIC-272;Fabril - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46743;?;22 abr. 2025 0:00:00.0;22 abr. 2025 0:00:00.0;22 may. 2025 0:00:00.0;0910656;SALSAMENTARIA NUTIVARA S.A.S.;732.500;2
426.820;FIIC-272;Fabril - Ingred Ind Cárnica;FIIC-272;Fabril - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46744;?;22 abr. 2025 0:00:00.0;22 abr. 2025 0:00:00.0;22 may. 2025 0:00:00.0;0910502;MAXIALIMENTOS S.A.S;5.860.000;3
426.936;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46757;?;23 abr. 2025 0:00:00.0;23 abr. 2025 0:00:00.0;23 may. 2025 0:00:00.0;0910821;JOSE GREGORIO AVILA CHACON SAS;5.132.304,9;3
426.936;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46757;?;23 abr. 2025 0:00:00.0;23 abr. 2025 0:00:00.0;23 may. 2025 0:00:00.0;0910821;JOSE GREGORIO AVILA CHACON SAS;5.743.035;4
426.942;FIIC-272;Fabril - Ingred Ind Cárnica;FIIC-272;Fabril - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46758;?;23 abr. 2025 0:00:00.0;23 abr. 2025 0:00:00.0;23 may. 2025 0:00:00.0;0910878;DOGSY GOURMET S.A.S;1.442.500;3
426.951;CIIC-206;Comercial - Ingred Ind Cárnica;CIIC-206;Comercial - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46760;?;23 abr. 2025 0:00:00.0;23 abr. 2025 0:00:00.0;23 may. 2025 0:00:00.0;0910084;DELIPAVO S.A.S;1.417.500;3
426.963;CIIC-206;Comercial - Ingred Ind Cárnica;CIIC-206;Comercial - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46762;?;23 abr. 2025 0:00:00.0;23 abr. 2025 0:00:00.0;7 jun. 2025 0:00:00.0;0910152;KOYOMAD SAS;1.479.000;3
427.271;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46795;?;25 abr. 2025 0:00:00.0;25 abr. 2025 0:00:00.0;9 jun. 2025 0:00:00.0;0910024;INDUSTRIA ALIMENTICIA RICO SABOR SAS;13.705.020;3
427.415;CIIC-206;Comercial - Ingred Ind Cárnica;CIIC-206;Comercial - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46803;?;28 abr. 2025 0:00:00.0;28 abr. 2025 0:00:00.0;28 may. 2025 0:00:00.0;0910656;SALSAMENTARIA NUTIVARA S.A.S.;986.000;2
427.417;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46805;?;28 abr. 2025 0:00:00.0;28 abr. 2025 0:00:00.0;28 may. 2025 0:00:00.0;0910821;JOSE GREGORIO AVILA CHACON SAS;5.153.848,4;3
427.418;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46806;?;28 abr. 2025 0:00:00.0;28 abr. 2025 0:00:00.0;28 may. 2025 0:00:00.0;0910163;LECHONERIA TOLIMENSE Y SALSAMENTARIA MADRIGAL Y COMPAÑIA LTDA;68.839.320;3
427.450;FIIC-272;Fabril - Ingred Ind Cárnica;FIIC-272;Fabril - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46814;?;28 abr. 2025 0:00:00.0;28 abr. 2025 0:00:00.0;28 may. 2025 0:00:00.0;0910656;SALSAMENTARIA NUTIVARA S.A.S.;732.500;2
427.455;CEIC-211;Comercial-Empaques Ind Cárnica;CEIC-211;Comercial-Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46816;?;28 abr. 2025 0:00:00.0;28 abr. 2025 0:00:00.0;28 may. 2025 0:00:00.0;0910127;INDUSTRIA DE ALIMENTOS JACLER LTDA;2.517.500;3
427.501;CIIC-206;Comercial - Ingred Ind Cárnica;CIIC-206;Comercial - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46817;?;29 abr. 2025 0:00:00.0;29 abr. 2025 0:00:00.0;29 may. 2025 0:00:00.0;0910163;LECHONERIA TOLIMENSE Y SALSAMENTARIA MADRIGAL Y COMPAÑIA LTDA;141.750;2
427.638;FIIC-272;Fabril - Ingred Ind Cárnica;FIIC-272;Fabril - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46826;?;29 abr. 2025 0:00:00.0;29 abr. 2025 0:00:00.0;29 abr. 2025 0:00:00.0;0911115;PRODUCTOS CARNICOS ADA SAS;323.750;2
427.642;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46827;?;29 abr. 2025 0:00:00.0;29 abr. 2025 0:00:00.0;13 jun. 2025 0:00:00.0;0910111;HERRERA MARTIN CAMILO ANDRES;18.936.786;3
427.647;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46831;?;29 abr. 2025 0:00:00.0;29 abr. 2025 0:00:00.0;29 may. 2025 0:00:00.0;0910886;RICO JAMON S.A.S;9.517.926,88;3
427.649;CIIC-206;Comercial - Ingred Ind Cárnica;CIIC-206;Comercial - Ingred Ind Cárnica;41351602;OTRAS MATERIAS PRIMAS SIN IVA;46832;?;29 abr. 2025 0:00:00.0;29 abr. 2025 0:00:00.0;29 abr. 2025 0:00:00.0;0911115;PRODUCTOS CARNICOS ADA SAS;2.465.000;3
427.664;FEIC;Fabril - Empaques Ind Cárnica;FEIC;Fabril - Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46833;?;30 abr. 2025 0:00:00.0;30 abr. 2025 0:00:00.0;30 may. 2025 0:00:00.0;0910329;HUMBERTO EMILIO ZULUAGA GOMEZ;17.530.378,8;3
427.941;CEIC-211;Comercial-Empaques Ind Cárnica;CEIC-211;Comercial-Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46850;?;2 may. 2025 0:00:00.0;2 may. 2025 0:00:00.0;2 jun. 2025 0:00:00.0;0920208;POLLOS EL BUCANERO S.A.;5.499.000;4
427.942;CEIC-211;Comercial-Empaques Ind Cárnica;CEIC-211;Comercial-Empaques Ind Cárnica;41356601;VENTA EMPAQUE;46851;?;2 may. 2025 0:00:00.0;2 may. 2025 0:00:00.0;2 jun. 2025 0:00:00.0;0920208;POLLOS EL BUCANERO S.A.;19.796.400;4
427.943;CEIC-211;Comercial-Empaques Ind Cárnica;CEIC-211;Comercial-Empaques Ind Cárnica;41355401;VENTA MAQUINARIA;46852;?;2 may. 2025 0:00:00.0;2 may. 2025 0:00:00.0;2 jun. 2025 0:00:00.0;0980753;CARNES LAS BRISAS S.A.S;1.207.116;2
